Ctx_Color_List,stim_key_map_ctx1,stim_key_map_ctx2,stim_key_remap_ctx1,stim_key_remap_ctx2,Import_File.thisRepN,Import_File.thisTrialN,Import_File.thisN,Import_File.thisIndex,Import_File.ran,Stim,Ctx_Color,Key,KeyNum,imStim,X_Pos,Y_Pos,Hand,Check,Cross,participant,session,date,expName,psychopyVersion,OS,frameRate,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Bool.thisRepN,Instr_Exp_Bool.thisTrialN,Instr_Exp_Bool.thisN,Instr_Exp_Bool.thisIndex,Instr_Exp_Bool.ran,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,Symbol,Ctx,Color,Stim_Num,Key_Num,Stim_Type,True_Key,Block_Type,Remap,Repeat_Count,Trial_Count,Grp,Block_Num,Prep_Time,Ctx_Prep_Time,Actual_Press,RT,Correct,Session,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,RT_Iter_Hand.ran,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Feedback_Bool_Hand.thisRepN,TR_Feedback_Bool_Hand.thisTrialN,TR_Feedback_Bool_Hand.thisN,TR_Feedback_Bool_Hand.thisIndex,TR_Feedback_Bool_Hand.ran,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Iter_Hand.ran,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Block_Hand.ran,Instr_CR_Old_Press.keys,Instr_CR_Old_Press.rt,RT_Press.keys,RT_Press.corr,RT_Press.rt,Shape,CR_Old_Iter.thisRepN,CR_Old_Iter.thisTrialN,CR_Old_Iter.thisN,CR_Old_Iter.thisIndex,CR_Old_Iter.ran,Instr_RT_Old_Press.keys,Instr_RT_Old_Press.rt,RT_Old_Iter.thisRepN,RT_Old_Iter.thisTrialN,RT_Old_Iter.thisN,RT_Old_Iter.thisIndex,RT_Old_Iter.ran,RT_Old_Block.thisRepN,RT_Old_Block.thisTrialN,RT_Old_Block.thisN,RT_Old_Block.thisIndex,RT_Old_Block.ran,Instr_TR_Old_Press.keys,Instr_TR_Old_Press.rt,TR_Press.keys,TR_Press.corr,TR_Press.rt,TR_Feedback_Old_Bool.thisRepN,TR_Feedback_Old_Bool.thisTrialN,TR_Feedback_Old_Bool.thisN,TR_Feedback_Old_Bool.thisIndex,TR_Feedback_Old_Bool.ran,TR_Old_Iter.thisRepN,TR_Old_Iter.thisTrialN,TR_Old_Iter.thisN,TR_Old_Iter.thisIndex,TR_Old_Iter.ran,TR_Old_Block.thisRepN,TR_Old_Block.thisTrialN,TR_Old_Block.thisN,TR_Old_Block.thisIndex,TR_Old_Block.ran,TR_Penalty_Press.keys,TR_Penalty_Press.rt,TR_Penalty_Old_Bool.thisRepN,TR_Penalty_Old_Bool.thisTrialN,TR_Penalty_Old_Bool.thisN,TR_Penalty_Old_Bool.thisIndex,TR_Penalty_Old_Bool.ran,Instr_End_Exp_Key.keys,Instr_End_Exp_Key.rt
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,99,2,1,99,99,i,0.686035,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.686035,media/dknb.png,,,,,,,,99,0,99,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,100,2,1,99,99,h,0.61908,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,0.61908,media/dcnb.png,,,,,,,,100,0,100,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,101,2,1,99,99,i,1.20571,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,1.20571,media/dknb.png,,,,,,,,101,0,101,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,102,2,1,99,99,i,0.45177,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.45177,media/dknb.png,,,,,,,,102,0,102,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,103,2,1,99,99,u,1.10233,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,1,1.10233,media/dfnb.png,,,,,,,,103,0,103,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,104,2,1,99,99,h,0.527355,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,0.527355,media/dcnb.png,,,,,,,,104,0,104,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,105,2,1,99,99,i,0.71941,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.71941,media/dfnb.png,,,,,,,,105,0,105,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,106,2,1,99,99,h,0.601955,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,0.601955,media/dcnb.png,,,,,,,,106,0,106,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,107,2,1,99,99,h,0.504795,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,0.504795,media/dcnb.png,,,,,,,,107,0,107,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,108,2,1,99,99,u,0.821405,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,1,0.821405,media/dknb.png,,,,,,,,108,0,108,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,109,2,1,99,99,u,0.834685,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,1,0.834685,media/dfnb.png,,,,,,,,109,0,109,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,110,2,1,99,99,i,0.751335,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.751335,media/dknb.png,,,,,,,,110,0,110,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,111,2,1,99,99,h,0.55345,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,0.55345,media/dcnb.png,,,,,,,,111,0,111,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,112,2,1,99,99,i,0.717925,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.717925,media/dfnb.png,,,,,,,,112,0,112,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,113,2,1,99,99,i,0.67281,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,0,0.67281,media/dknb.png,,,,,,,,113,0,113,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,114,2,1,99,99,i,0.63544,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.63544,media/dknb.png,,,,,,,,114,0,114,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,115,2,1,99,99,u,0.78555,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,1,0.78555,media/dknb.png,,,,,,,,115,0,115,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,116,2,1,99,99,u,0.7369,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,1,0.7369,media/dfnb.png,,,,,,,,116,0,116,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,117,2,1,99,99,i,0.55584,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.55584,media/dfnb.png,,,,,,,,117,0,117,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,118,2,1,99,99,h,0.619755,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,0.619755,media/dcnb.png,,,,,,,,118,0,118,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,119,2,1,99,99,h,0.46915,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,0.46915,media/dcnb.png,,,,,,,,119,0,119,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,0,2,2,99,99,i,1.169105,1,1,,,,,,,,h,1.20128,,,,,,,,,,,,,,,,,,,,,i,1,1.169105,media/dknb.png,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,1,2,2,99,99,i,0.488155,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,0,0.488155,media/dknb.png,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,2,2,2,99,99,u,1.020515,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,1,1.020515,media/dfnb.png,,,,,,,,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,3,2,2,99,99,h,0.61925,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,0.61925,media/dcnb.png,,,,,,,,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,4,2,2,99,99,u,1.105925,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,1,1.105925,media/dknb.png,,,,,,,,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,5,2,2,99,99,i,0.788555,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.788555,media/dfnb.png,,,,,,,,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,6,2,2,99,99,i,0.93706,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.93706,media/dknb.png,,,,,,,,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,7,2,2,99,99,h,0.65278,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,0.65278,media/dcnb.png,,,,,,,,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,8,2,2,99,99,h,0.46976,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,0.46976,media/dcnb.png,,,,,,,,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,9,2,2,99,99,u,0.668405,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,1,0.668405,media/dfnb.png,,,,,,,,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,10,2,2,99,99,h,0.686185,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,0.686185,media/dcnb.png,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,11,2,2,99,99,i,0.796595,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.796595,media/dfnb.png,,,,,,,,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,12,2,2,99,99,i,1.204495,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,1.204495,media/dknb.png,,,,,,,,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,13,2,2,99,99,i,0.70462,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.70462,media/dfnb.png,,,,,,,,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,14,2,2,99,99,u,1.00449,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,1,1.00449,media/dknb.png,,,,,,,,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,15,2,2,99,99,u,0.469505,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,1,0.469505,media/dknb.png,,,,,,,,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,16,2,2,99,99,u,1.301525,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,1,1.301525,media/dfnb.png,,,,,,,,16,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,17,2,2,99,99,i,0.70387,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.70387,media/dknb.png,,,,,,,,17,0,17,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,18,2,2,99,99,h,0.555985,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,0.555985,media/dcnb.png,,,,,,,,18,0,18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,19,2,2,99,99,h,0.43219,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,0.43219,media/dcnb.png,,,,,,,,19,0,19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,20,2,2,99,99,u,0.685415,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,1,0.685415,media/dfnb.png,,,,,,,,20,0,20,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,21,2,2,99,99,i,0.968155,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,0,0.968155,media/dcnb.png,,,,,,,,21,0,21,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,22,2,2,99,99,i,1.55244,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,1.55244,media/dfnb.png,,,,,,,,22,0,22,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,23,2,2,99,99,h,1.219915,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,1.219915,media/dcnb.png,,,,,,,,23,0,23,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,1,"[1,-1,-1]",1,1,Symb,i,RT,0,0,24,2,2,99,99,i,0.802805,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.802805,media/dfnb.png,,,,,,,,24,0,24,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,25,2,2,99,99,h,1.138715,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,1.138715,media/dcnb.png,,,,,,,,25,0,25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,1,"[1,-1,-1]",2,0,Symb,u,RT,0,0,26,2,2,99,99,i,0.922605,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,0,0.922605,media/dknb.png,,,,,,,,26,0,26,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,27,2,2,99,99,i,0.819905,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.819905,media/dknb.png,,,,,,,,27,0,27,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,28,2,2,99,99,h,0.687635,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,0.687635,media/dcnb.png,,,,,,,,28,0,28,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,2,"[-1,1,-1]",4,1,Symb,u,RT,0,0,29,2,2,99,99,u,0.818175,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,1,0.818175,media/dfnb.png,,,,,,,,29,0,29,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,1,"[1,-1,-1]",0,0,Symb,h,RT,0,0,30,2,2,99,99,h,0.68829,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,0.68829,media/dcnb.png,,,,,,,,30,0,30,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,31,2,2,99,99,h,0.452415,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,0.452415,media/dcnb.png,,,,,,,,31,0,31,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,2,"[-1,1,-1]",5,0,Symb,i,RT,0,0,32,2,2,99,99,i,1.71874,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,1.71874,media/dknb.png,,,,,,,,32,0,32,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
