Ctx_Color_List,stim_key_map_ctx1,stim_key_map_ctx2,stim_key_remap_ctx1,stim_key_remap_ctx2,Import_File.thisRepN,Import_File.thisTrialN,Import_File.thisN,Import_File.thisIndex,Import_File.ran,Stim,Ctx_Color,Key,KeyNum,imStim,X_Pos,Y_Pos,Hand,Check,Cross,participant,session,date,expName,psychopyVersion,OS,frameRate,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Bool.thisRepN,Instr_Exp_Bool.thisTrialN,Instr_Exp_Bool.thisN,Instr_Exp_Bool.thisIndex,Instr_Exp_Bool.ran,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,Symbol,Ctx,Color,Stim_Num,Key_Num,Stim_Type,True_Key,Block_Type,Remap,Repeat_Count,Trial_Count,Grp,Block_Num,Prep_Time,Ctx_Prep_Time,Actual_Press,RT,Correct,Session,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,RT_Iter_Hand.ran,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Feedback_Bool_Hand.thisRepN,TR_Feedback_Bool_Hand.thisTrialN,TR_Feedback_Bool_Hand.thisN,TR_Feedback_Bool_Hand.thisIndex,TR_Feedback_Bool_Hand.ran,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Iter_Hand.ran,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Block_Hand.ran,Instr_CR_Old_Press.keys,Instr_CR_Old_Press.rt,RT_Press.keys,RT_Press.corr,RT_Press.rt,Shape,CR_Old_Iter.thisRepN,CR_Old_Iter.thisTrialN,CR_Old_Iter.thisN,CR_Old_Iter.thisIndex,CR_Old_Iter.ran,Instr_RT_Old_Press.keys,Instr_RT_Old_Press.rt,RT_Old_Iter.thisRepN,RT_Old_Iter.thisTrialN,RT_Old_Iter.thisN,RT_Old_Iter.thisIndex,RT_Old_Iter.ran,RT_Old_Block.thisRepN,RT_Old_Block.thisTrialN,RT_Old_Block.thisN,RT_Old_Block.thisIndex,RT_Old_Block.ran,Instr_TR_Old_Press.keys,Instr_TR_Old_Press.rt,TR_Press.keys,TR_Press.corr,TR_Press.rt,TR_Feedback_Old_Bool.thisRepN,TR_Feedback_Old_Bool.thisTrialN,TR_Feedback_Old_Bool.thisN,TR_Feedback_Old_Bool.thisIndex,TR_Feedback_Old_Bool.ran,TR_Old_Iter.thisRepN,TR_Old_Iter.thisTrialN,TR_Old_Iter.thisN,TR_Old_Iter.thisIndex,TR_Old_Iter.ran,TR_Old_Block.thisRepN,TR_Old_Block.thisTrialN,TR_Old_Block.thisN,TR_Old_Block.thisIndex,TR_Old_Block.ran,TR_Penalty_Press.keys,TR_Penalty_Press.rt,TR_Penalty_Old_Bool.thisRepN,TR_Penalty_Old_Bool.thisTrialN,TR_Penalty_Old_Bool.thisN,TR_Penalty_Old_Bool.thisIndex,TR_Penalty_Old_Bool.ran,Instr_End_Exp_Key.keys,Instr_End_Exp_Key.rt
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,1.378245,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,2,"[-1,1,-1]",5,0,Symb,i,TR,0,0,61,2,5,0.992966658,0.992966658,i,1.378245,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dknb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,61,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,0,1.077285,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,2,"[-1,1,-1]",3,0,Symb,h,TR,0,0,62,2,5,0.472105926,0.472105926,i,1.077285,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dcnb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,62,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,0,1.327555,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,2,"[-1,1,-1]",4,1,Symb,u,TR,0,0,63,2,5,0.679472287,0.679472287,h,1.327555,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dfnb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,0,1.149625,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,2,"[-1,1,-1]",4,1,Symb,u,TR,0,0,64,2,5,0.716702456,0.716702456,h,1.149625,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dfnb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,64,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,0,1.229325,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,1,"[1,-1,-1]",1,1,Symb,i,TR,0,0,65,2,5,0.507724884,0.507724884,u,1.229325,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dfnb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,65,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,1.25452,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,2,"[-1,1,-1]",5,0,Symb,i,TR,0,0,66,2,5,0.716611192,0.716611192,i,1.25452,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dknb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0,66,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,1,1.128755,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,1,"[1,-1,-1]",2,0,Symb,u,TR,0,0,67,2,5,0.869041224,0.869041224,u,1.128755,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dknb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,0,67,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,1.31278,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,2,"[-1,1,-1]",3,0,Symb,h,TR,0,0,68,2,5,0.304888911,0.304888911,h,1.31278,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dcnb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,0,68,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,1.22185,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,1,"[1,-1,-1]",0,0,Symb,h,TR,0,0,69,2,5,1.10298035,1.10298035,h,1.22185,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dcnb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,69,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,0,1.18407,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,1,"[1,-1,-1]",0,0,Symb,h,TR,0,0,70,2,5,0.194139539,0.194139539,u,1.18407,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dcnb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,70,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,0,1.28157,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,1,"[1,-1,-1]",2,0,Symb,u,TR,0,0,71,2,5,0.562291414,0.562291414,i,1.28157,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dknb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,71,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,1,1.378245,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,2,"[-1,1,-1]",4,1,Symb,u,TR,0,0,72,2,5,-0.450585492,-0.450585492,u,1.378245,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dfnb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,72,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,1.262015,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,1,"[1,-1,-1]",1,1,Symb,i,TR,0,0,73,2,5,0.962705179,0.962705179,i,1.262015,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dfnb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,73,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,1,1.31074,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,2,"[-1,1,-1]",4,1,Symb,u,TR,0,0,74,2,5,0.080747783,0.080747783,u,1.31074,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dfnb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,74,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,1.325485,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,2,"[-1,1,-1]",5,0,Symb,i,TR,0,0,75,2,5,0.535418107,0.535418107,i,1.325485,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dknb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,75,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,0,1.279,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,1,"[1,-1,-1]",1,1,Symb,i,TR,0,0,76,2,5,0.527887257,0.527887257,u,1.279,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dfnb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,0,76,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,1.228565,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,2,"[-1,1,-1]",3,0,Symb,h,TR,0,0,77,2,5,0.768189542,0.768189542,h,1.228565,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dcnb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,0,77,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,0,1.17867,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,1,"[1,-1,-1]",2,0,Symb,u,TR,0,0,78,2,5,0.166167128,0.166167128,h,1.17867,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dknb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,0,78,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,0,1.36934,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,2,"[-1,1,-1]",5,0,Symb,i,TR,0,0,79,2,5,-0.320722384,-0.320722384,u,1.36934,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dknb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,79,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,1,1.272,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,1,"[1,-1,-1]",2,0,Symb,u,TR,0,0,80,2,5,0.793144268,0.793144268,u,1.272,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dknb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,80,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,0,1.294015,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,1,"[1,-1,-1]",0,0,Symb,h,TR,0,0,81,2,5,0.123724283,0.123724283,i,1.294015,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dcnb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,0,81,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,1.177905,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,1,"[1,-1,-1]",0,0,Symb,h,TR,0,0,82,2,5,0.332542352,0.332542352,h,1.177905,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dcnb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,82,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,1.202195,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,2,"[-1,1,-1]",3,0,Symb,h,TR,0,0,83,2,5,0.659051931,0.659051931,h,1.202195,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dcnb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,0,83,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,1.30467,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,2,"[-1,1,-1]",3,0,Symb,h,TR,0,0,84,2,5,0.841663078,0.841663078,h,1.30467,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dcnb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,84,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,1.276895,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,1,"[1,-1,-1]",1,1,Symb,i,TR,0,0,85,2,5,0.60207824,0.60207824,i,1.276895,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dfnb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,0,85,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,0,1.221495,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,2,"[-1,1,-1]",5,0,Symb,i,TR,0,0,86,2,5,0.218851566,0.218851566,u,1.221495,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dknb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,86,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,0,1.12322,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,0,1,"[1,-1,-1]",0,0,Symb,h,TR,0,0,87,2,5,0.147988044,0.147988044,i,1.12322,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dcnb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,0,87,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,1,1.25218,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,1,2,"[-1,1,-1]",4,1,Symb,u,TR,0,0,88,2,5,0.484018621,0.484018621,u,1.25218,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dfnb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,88,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,1,1.32853,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,1,"[1,-1,-1]",2,0,Symb,u,TR,0,0,89,2,5,0.997025267,0.997025267,u,1.32853,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dknb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,89,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,1.04581,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3,1,2021-01-08_16h55.54.723,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,2,2,"[-1,1,-1]",5,0,Symb,i,TR,0,0,90,2,5,1.067880513,1.067880513,i,1.04581,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dknb.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0,90,0,1,,,,,,,,,,,,,,
