Ctx_Color_List,stim_key_map_ctx1,stim_key_map_ctx2,stim_key_remap_ctx1,stim_key_remap_ctx2,Import_File.thisRepN,Import_File.thisTrialN,Import_File.thisN,Import_File.thisIndex,Import_File.ran,Stim,Ctx_Color,Key,KeyNum,imStim,X_Pos,Y_Pos,Hand,Check,Cross,participant,session,date,expName,psychopyVersion,OS,frameRate,Instr_RT_Old_Press.keys,Instr_RT_Old_Press.rt,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,RT_Press.keys,RT_Press.corr,RT_Press.rt,Symbol,Shape,Ctx,Color,Stim_Num,Key_Num,Stim_Type,True_Key,Block_Type,Remap,Repeat_Count,Trial_Count,Grp,Block_Num,Prep_Time,Ctx_Prep_Time,Actual_Press,RT,Correct,Session,RT_Old_Iter.thisRepN,RT_Old_Iter.thisTrialN,RT_Old_Iter.thisN,RT_Old_Iter.thisIndex,RT_Old_Iter.ran,RT_Old_Block.thisRepN,RT_Old_Block.thisTrialN,RT_Old_Block.thisN,RT_Old_Block.thisIndex,RT_Old_Block.ran
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.66284,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,83,1,8,99,99,i,0.66284,1,2,83,0,83,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.55066,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,84,1,8,99,99,u,0.55066,1,2,84,0,84,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,0,0.830245,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,85,1,8,99,99,h,0.830245,0,2,85,0,85,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.67069,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,86,1,8,99,99,h,0.67069,1,2,86,0,86,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.950135,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,87,1,8,99,99,i,0.950135,1,2,87,0,87,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.59651,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,88,1,8,99,99,h,0.59651,1,2,88,0,88,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.676385,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,89,1,8,99,99,i,0.676385,1,2,89,0,89,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.73725,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,90,1,8,99,99,h,0.73725,1,2,90,0,90,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.68821,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,91,1,8,99,99,u,0.68821,1,2,91,0,91,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.729045,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,92,1,8,99,99,h,0.729045,1,2,92,0,92,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,1.723745,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,93,1,8,99,99,u,1.723745,1,2,93,0,93,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.60268,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,94,1,8,99,99,u,0.60268,1,2,94,0,94,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.50074,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,95,1,8,99,99,i,0.50074,1,2,95,0,95,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.842705,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,96,1,8,99,99,u,0.842705,1,2,96,0,96,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.65379,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,97,1,8,99,99,i,0.65379,1,2,97,0,97,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.591885,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,98,1,8,99,99,h,0.591885,1,2,98,0,98,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.503925,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,99,1,8,99,99,h,0.503925,1,2,99,0,99,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,0,0.767355,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,100,1,8,99,99,h,0.767355,0,2,100,0,100,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.6672,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,101,1,8,99,99,i,0.6672,1,2,101,0,101,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.65108,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,102,1,8,99,99,h,0.65108,1,2,102,0,102,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.685415,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,103,1,8,99,99,u,0.685415,1,2,103,0,103,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,1.01301,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,104,1,8,99,99,u,1.01301,1,2,104,0,104,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,1.103905,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,105,1,8,99,99,h,1.103905,1,2,105,0,105,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,1.416965,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,106,1,8,99,99,i,1.416965,1,2,106,0,106,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,1.02754,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,107,1,8,99,99,u,1.02754,1,2,107,0,107,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.49619,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,108,1,8,99,99,h,0.49619,1,2,108,0,108,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,0,1.620295,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,109,1,8,99,99,h,1.620295,0,2,109,0,109,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.510865,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,110,1,8,99,99,h,0.510865,1,2,110,0,110,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.80045,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,111,1,8,99,99,u,0.80045,1,2,111,0,111,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.50477,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,112,1,8,99,99,i,0.50477,1,2,112,0,112,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.471485,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,113,1,8,99,99,i,0.471485,1,2,113,0,113,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,1.16065,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,114,1,8,99,99,i,1.16065,1,2,114,0,114,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.61687,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,115,1,8,99,99,u,0.61687,1,2,115,0,115,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.47048,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,116,1,8,99,99,i,0.47048,1,2,116,0,116,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.550725,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,117,1,8,99,99,h,0.550725,1,2,117,0,117,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.957395,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,118,1,8,99,99,h,0.957395,1,2,118,0,118,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.487525,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,119,1,8,99,99,u,0.487525,1,2,119,0,119,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,1
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,h,6.45037,i,1,0.855625,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,0,1,9,99,99,i,0.855625,1,2,0,0,0,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.639925,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,1,1,9,99,99,u,0.639925,1,2,1,0,1,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.773585,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,2,1,9,99,99,u,0.773585,1,2,2,0,2,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,0,0.617345,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,3,1,9,99,99,h,0.617345,0,2,3,0,3,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.674885,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,4,1,9,99,99,h,0.674885,1,2,4,0,4,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.55501,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,5,1,9,99,99,u,0.55501,1,2,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.76683,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,6,1,9,99,99,i,0.76683,1,2,6,0,6,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.666535,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,7,1,9,99,99,h,0.666535,1,2,7,0,7,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.990085,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,8,1,9,99,99,i,0.990085,1,2,8,0,8,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.63346,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,9,1,9,99,99,h,0.63346,1,2,9,0,9,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.817965,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,10,1,9,99,99,h,0.817965,1,2,10,0,10,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,0,0.550335,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,11,1,9,99,99,u,0.550335,0,2,11,0,11,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.867265,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,12,1,9,99,99,h,0.867265,1,2,12,0,12,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.638265,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,13,1,9,99,99,i,0.638265,1,2,13,0,13,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.95272,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,14,1,9,99,99,h,0.95272,1,2,14,0,14,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.600205,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,15,1,9,99,99,u,0.600205,1,2,15,0,15,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,0,0.531345,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,16,1,9,99,99,u,0.531345,0,2,16,0,16,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,1.29748,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,17,1,9,99,99,i,1.29748,1,2,17,0,17,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.491455,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,18,1,9,99,99,i,0.491455,1,2,18,0,18,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,0,0.880985,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,19,1,9,99,99,h,0.880985,0,2,19,0,19,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.54664,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,20,1,9,99,99,h,0.54664,1,2,20,0,20,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.73392,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,21,1,9,99,99,h,0.73392,1,2,21,0,21,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.693645,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,22,1,9,99,99,u,0.693645,1,2,22,0,22,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.9228,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,23,1,9,99,99,u,0.9228,1,2,23,0,23,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.65011,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,24,1,9,99,99,i,0.65011,1,2,24,0,24,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.98369,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,25,1,9,99,99,h,0.98369,1,2,25,0,25,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.59101,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,26,1,9,99,99,i,0.59101,1,2,26,0,26,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.628855,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,27,1,9,99,99,u,0.628855,1,2,27,0,27,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.870155,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,28,1,9,99,99,u,0.870155,1,2,28,0,28,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.558715,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,29,1,9,99,99,h,0.558715,1,2,29,0,29,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.517085,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,30,1,9,99,99,h,0.517085,1,2,30,0,30,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.78293,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,31,1,9,99,99,i,0.78293,1,2,31,0,31,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.766645,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,32,1,9,99,99,u,0.766645,1,2,32,0,32,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,1.50045,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,33,1,9,99,99,u,1.50045,1,2,33,0,33,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.91194,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,34,1,9,99,99,u,0.91194,1,2,34,0,34,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.805545,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,35,1,9,99,99,h,0.805545,1,2,35,0,35,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,1.82645,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,36,1,9,99,99,i,1.82645,1,2,36,0,36,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,1.882855,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,37,1,9,99,99,h,1.882855,1,2,37,0,37,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,1.06726,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,38,1,9,99,99,i,1.06726,1,2,38,0,38,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,1.8772,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,39,1,9,99,99,i,1.8772,1,2,39,0,39,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,1.13419,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,40,1,9,99,99,u,1.13419,1,2,40,0,40,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,1.02466,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,41,1,9,99,99,h,1.02466,1,2,41,0,41,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.5168,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,42,1,9,99,99,h,0.5168,1,2,42,0,42,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.838665,1,media/dfnb.png,1,"[1,-1,-1]",1,1,Symb,h,RT,0,0,43,1,9,99,99,h,0.838665,1,2,43,0,43,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,1.636615,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,44,1,9,99,99,i,1.636615,1,2,44,0,44,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.4179,2,media/dknb.png,1,"[1,-1,-1]",2,0,Symb,i,RT,0,0,45,1,9,99,99,i,0.4179,1,2,45,0,45,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,1.00109,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,46,1,9,99,99,u,1.00109,1,2,46,0,46,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.867925,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,47,1,9,99,99,i,0.867925,1,2,47,0,47,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,i,1,0.566835,1,media/dfnb.png,2,"[-1,1,-1]",4,1,Symb,i,RT,0,0,48,1,9,99,99,i,0.566835,1,2,48,0,48,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.784095,0,media/dcnb.png,1,"[1,-1,-1]",0,0,Symb,u,RT,0,0,49,1,9,99,99,u,0.784095,1,2,49,0,49,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,h,1,0.589955,0,media/dcnb.png,2,"[-1,1,-1]",3,0,Symb,h,RT,0,0,50,1,9,99,99,h,0.589955,1,2,50,0,50,0,1,,,,,
,,,,,,,,,,,,,,,,,,,,1,2,2021-01-05_15h18.54.464,CL_C2S3,2020.1.3,Win32,60,,,,,u,1,0.91787,2,media/dknb.png,2,"[-1,1,-1]",5,0,Symb,u,RT,0,0,51,1,9,99,99,u,0.91787,1,2,51,0,51,0,1,,,,,
